Date,SILVER18DECFUT O,SILVER18DECFUT H,SILVER18DECFUT L,SILVER18DECFUT C,SILVER18DECFUT V
11/28/2018 8:12:00 PM,35741,35774,35741,35767,21
11/28/2018 8:11:00 PM,35719,35750,35711,35741,123
11/28/2018 8:10:00 PM,35849,35850,35720,35720,181
11/28/2018 8:09:00 PM,35858,35862,35842,35849,23
11/28/2018 8:08:00 PM,35876,35876,35858,35858,55
11/28/2018 8:07:00 PM,35855,35876,35851,35876,82
11/28/2018 8:06:00 PM,35834,35864,35834,35855,93
11/28/2018 8:05:00 PM,35820,35845,35819,35834,75
11/28/2018 8:04:00 PM,35816,35826,35815,35820,41
11/28/2018 8:03:00 PM,35824,35824,35812,35815,34
11/28/2018 8:02:00 PM,35840,35845,35812,35826,80
11/28/2018 8:01:00 PM,35798,35832,35798,35832,51
11/28/2018 8:00:00 PM,35792,35800,35791,35798,15
11/28/2018 7:59:00 PM,35788,35799,35787,35792,12
11/28/2018 7:58:00 PM,35793,35793,35788,35788,4
11/28/2018 7:57:00 PM,35798,35798,35791,35793,8
11/28/2018 7:56:00 PM,35791,35799,35791,35798,22
11/28/2018 7:55:00 PM,35792,35798,35788,35791,11
11/28/2018 7:54:00 PM,35780,35795,35780,35792,22
11/28/2018 7:53:00 PM,35764,35799,35764,35780,27
11/28/2018 7:52:00 PM,35775,35776,35758,35764,33
11/28/2018 7:51:00 PM,35760,35779,35760,35775,16
11/28/2018 7:50:00 PM,35760,35760,35759,35760,4
11/28/2018 7:49:00 PM,35760,35763,35753,35760,25
11/28/2018 7:48:00 PM,35737,35760,35737,35760,12
11/28/2018 7:47:00 PM,35751,35751,35740,35740,9
11/28/2018 7:46:00 PM,35739,35757,35739,35751,13
11/28/2018 7:45:00 PM,35732,35742,35732,35739,12
11/28/2018 7:44:00 PM,35725,35736,35725,35735,14
11/28/2018 7:43:00 PM,35715,35729,35706,35725,49
11/28/2018 7:42:00 PM,35730,35738,35715,35715,62
11/28/2018 7:41:00 PM,35734,35738,35728,35730,20
11/28/2018 7:40:00 PM,35742,35746,35732,35734,10
11/28/2018 7:39:00 PM,35734,35742,35726,35742,30
11/28/2018 7:38:00 PM,35739,35756,35727,35734,50
11/28/2018 7:37:00 PM,35756,35771,35735,35739,95
11/28/2018 7:36:00 PM,35784,35784,35758,35759,28
11/28/2018 7:35:00 PM,35784,35790,35781,35784,13
11/28/2018 7:34:00 PM,35812,35812,35777,35784,15
11/28/2018 7:33:00 PM,35825,35825,35800,35812,45
11/28/2018 7:32:00 PM,35838,35838,35825,35825,40
11/28/2018 7:31:00 PM,35837,35840,35836,35838,11
11/28/2018 7:30:00 PM,35827,35837,35827,35837,18
11/28/2018 7:29:00 PM,35830,35836,35826,35826,18
11/28/2018 7:28:00 PM,35828,35832,35825,35830,16
11/28/2018 7:27:00 PM,35831,35833,35828,35828,14
11/28/2018 7:26:00 PM,35834,35849,35830,35831,44
11/28/2018 7:25:00 PM,35841,35842,35834,35834,60
11/28/2018 7:24:00 PM,35834,35847,35830,35840,92
11/28/2018 7:23:00 PM,35835,35835,35828,35834,10
11/28/2018 7:22:00 PM,35823,35835,35820,35835,50
11/28/2018 7:21:00 PM,35810,35823,35810,35823,29
11/28/2018 7:20:00 PM,35819,35819,35810,35810,9
11/28/2018 7:19:00 PM,35812,35819,35809,35819,8
11/28/2018 7:18:00 PM,35808,35820,35806,35812,44
11/28/2018 7:17:00 PM,35810,35810,35808,35810,12
11/28/2018 7:16:00 PM,35798,35810,35798,35810,20
11/28/2018 7:15:00 PM,35800,35800,35788,35798,17
11/28/2018 7:14:00 PM,35811,35811,35800,35800,8
11/28/2018 7:13:00 PM,35800,35811,35792,35811,23
11/28/2018 7:12:00 PM,35792,35810,35792,35800,32
11/28/2018 7:11:00 PM,35799,35799,35792,35792,3
11/28/2018 7:10:00 PM,35791,35799,35780,35799,10
11/28/2018 7:09:00 PM,35805,35805,35791,35791,19
11/28/2018 7:08:00 PM,35799,35806,35799,35805,15
11/28/2018 7:07:00 PM,35780,35801,35780,35799,23
11/28/2018 7:06:00 PM,35778,35780,35775,35780,21
11/28/2018 7:05:00 PM,35778,35781,35776,35778,9
11/28/2018 7:04:00 PM,35790,35790,35775,35778,13
11/28/2018 7:03:00 PM,35810,35814,35790,35790,36
11/28/2018 7:02:00 PM,35790,35810,35790,35810,11
11/28/2018 7:01:00 PM,35788,35794,35785,35790,13
11/28/2018 7:00:00 PM,35795,35806,35788,35788,27
11/28/2018 6:59:00 PM,35787,35798,35773,35795,13
11/28/2018 6:58:00 PM,35784,35792,35784,35787,7
11/28/2018 6:57:00 PM,35798,35798,35784,35784,18
11/28/2018 6:56:00 PM,35810,35810,35798,35798,34
11/28/2018 6:55:00 PM,35809,35816,35803,35810,29
11/28/2018 6:54:00 PM,35792,35810,35787,35801,65
11/28/2018 6:53:00 PM,35786,35794,35781,35792,39
11/28/2018 6:52:00 PM,35790,35795,35780,35786,31
11/28/2018 6:51:00 PM,35769,35791,35769,35783,40
11/28/2018 6:50:00 PM,35758,35775,35758,35769,23
11/28/2018 6:49:00 PM,35742,35758,35742,35758,6
11/28/2018 6:48:00 PM,35757,35764,35742,35742,22
11/28/2018 6:47:00 PM,35753,35758,35737,35737,15
11/28/2018 6:46:00 PM,35744,35756,35744,35753,7
11/28/2018 6:45:00 PM,35740,35745,35740,35744,6
11/28/2018 6:44:00 PM,35740,35740,35740,35740,0
11/28/2018 6:43:00 PM,35738,35749,35738,35740,5
11/28/2018 6:42:00 PM,35735,35739,35731,35738,14
11/28/2018 6:41:00 PM,35745,35745,35735,35735,4
11/28/2018 6:40:00 PM,35742,35754,35742,35745,12
11/28/2018 6:39:00 PM,35756,35756,35742,35742,5
11/28/2018 6:38:00 PM,35755,35756,35755,35756,2
11/28/2018 6:37:00 PM,35747,35755,35745,35755,5
11/28/2018 6:36:00 PM,35760,35760,35747,35747,2
11/28/2018 6:35:00 PM,35770,35775,35760,35760,9
11/28/2018 6:34:00 PM,35765,35770,35765,35770,10
11/28/2018 6:33:00 PM,35757,35772,35757,35765,27
11/28/2018 6:32:00 PM,35760,35760,35757,35757,13
11/28/2018 6:31:00 PM,35746,35760,35746,35760,6
11/28/2018 6:30:00 PM,35759,35761,35746,35746,9
11/28/2018 6:29:00 PM,35755,35763,35748,35759,27
11/28/2018 6:28:00 PM,35752,35755,35752,35755,3
11/28/2018 6:27:00 PM,35760,35760,35752,35752,2
11/28/2018 6:26:00 PM,35752,35760,35752,35760,5
11/28/2018 6:25:00 PM,35750,35752,35750,35752,1
11/28/2018 6:24:00 PM,35750,35750,35734,35750,23
11/28/2018 6:23:00 PM,35758,35758,35750,35750,13
11/28/2018 6:22:00 PM,35768,35768,35758,35758,5
11/28/2018 6:21:00 PM,35765,35770,35765,35768,11
11/28/2018 6:20:00 PM,35764,35765,35758,35765,3
11/28/2018 6:19:00 PM,35760,35764,35760,35764,2
11/28/2018 6:18:00 PM,35764,35764,35757,35760,4
11/28/2018 6:17:00 PM,35762,35764,35755,35764,8
11/28/2018 6:16:00 PM,35753,35765,35751,35763,13
11/28/2018 6:15:00 PM,35750,35750,35750,35750,2
11/28/2018 6:14:00 PM,35762,35762,35750,35750,2
11/28/2018 6:13:00 PM,35762,35762,35762,35762,0
11/28/2018 6:12:00 PM,35762,35762,35762,35762,1
11/28/2018 6:11:00 PM,35760,35762,35760,35762,2
11/28/2018 6:10:00 PM,35757,35760,35757,35760,3
11/28/2018 6:09:00 PM,35764,35764,35755,35757,7
11/28/2018 6:08:00 PM,35759,35768,35759,35764,2
11/28/2018 6:07:00 PM,35751,35759,35751,35759,1
11/28/2018 6:06:00 PM,35775,35775,35751,35751,14
11/28/2018 6:05:00 PM,35755,35775,35755,35775,24
11/28/2018 6:04:00 PM,35748,35755,35745,35755,13
11/28/2018 6:03:00 PM,35734,35749,35734,35748,11
11/28/2018 6:02:00 PM,35747,35747,35722,35734,30
11/28/2018 6:01:00 PM,35751,35751,35745,35747,5
11/28/2018 6:00:00 PM,35750,35751,35745,35745,7
11/28/2018 5:59:00 PM,35747,35750,35746,35750,10
11/28/2018 5:58:00 PM,35750,35750,35747,35747,5
11/28/2018 5:57:00 PM,35741,35750,35741,35750,12
11/28/2018 5:56:00 PM,35747,35747,35741,35741,1
11/28/2018 5:55:00 PM,35749,35749,35743,35747,7
11/28/2018 5:54:00 PM,35729,35749,35729,35749,22
11/28/2018 5:53:00 PM,35729,35729,35729,35729,0
11/28/2018 5:52:00 PM,35743,35743,35729,35729,20
11/28/2018 5:51:00 PM,35740,35743,35740,35743,3
11/28/2018 5:50:00 PM,35725,35740,35725,35740,8
11/28/2018 5:49:00 PM,35730,35738,35730,35738,1
11/28/2018 5:48:00 PM,35725,35730,35723,35730,6
11/28/2018 5:47:00 PM,35735,35735,35725,35725,9
11/28/2018 5:46:00 PM,35733,35739,35733,35735,18
11/28/2018 5:45:00 PM,35730,35733,35730,35733,6
11/28/2018 5:44:00 PM,35719,35730,35719,35730,2
11/28/2018 5:43:00 PM,35710,35719,35710,35719,1
11/28/2018 5:42:00 PM,35724,35728,35710,35710,15
11/28/2018 5:41:00 PM,35725,35726,35724,35724,4
11/28/2018 5:40:00 PM,35731,35731,35725,35725,5
11/28/2018 5:39:00 PM,35740,35740,35731,35731,4
11/28/2018 5:38:00 PM,35745,35745,35740,35740,7
11/28/2018 5:37:00 PM,35750,35750,35745,35745,3
11/28/2018 5:36:00 PM,35742,35750,35742,35750,3
11/28/2018 5:35:00 PM,35743,35748,35742,35742,2
11/28/2018 5:34:00 PM,35745,35745,35743,35743,2
11/28/2018 5:33:00 PM,35740,35745,35740,35745,1
11/28/2018 5:32:00 PM,35749,35749,35740,35740,10
11/28/2018 5:31:00 PM,35719,35749,35719,35749,10
11/28/2018 5:30:00 PM,35739,35739,35719,35719,12
11/28/2018 5:29:00 PM,35721,35747,35721,35739,10
11/28/2018 5:28:00 PM,35740,35740,35721,35721,15
11/28/2018 5:27:00 PM,35740,35740,35735,35740,4
11/28/2018 5:26:00 PM,35731,35740,35731,35740,4
11/28/2018 5:25:00 PM,35722,35731,35718,35731,19
11/28/2018 5:24:00 PM,35710,35722,35710,35722,12
11/28/2018 5:23:00 PM,35715,35716,35710,35710,13
11/28/2018 5:22:00 PM,35711,35718,35705,35715,27
11/28/2018 5:21:00 PM,35730,35730,35711,35711,9
11/28/2018 5:20:00 PM,35725,35734,35725,35730,2
11/28/2018 5:19:00 PM,35730,35732,35725,35725,9
11/28/2018 5:18:00 PM,35721,35730,35721,35730,11
11/28/2018 5:17:00 PM,35721,35721,35721,35721,0
11/28/2018 5:16:00 PM,35725,35725,35721,35721,9
11/28/2018 5:15:00 PM,35725,35725,35725,35725,2
11/28/2018 5:14:00 PM,35725,35725,35725,35725,0
11/28/2018 5:13:00 PM,35723,35728,35723,35725,2
11/28/2018 5:12:00 PM,35724,35725,35721,35723,12
11/28/2018 5:11:00 PM,35723,35723,35717,35723,3
11/28/2018 5:10:00 PM,35725,35725,35717,35717,4
11/28/2018 5:09:00 PM,35729,35729,35721,35721,30
11/28/2018 5:08:00 PM,35741,35741,35729,35729,25
11/28/2018 5:07:00 PM,35747,35747,35738,35741,3
11/28/2018 5:06:00 PM,35744,35747,35739,35747,3
11/28/2018 5:05:00 PM,35746,35746,35744,35744,1
11/28/2018 5:04:00 PM,35747,35747,35746,35746,2
11/28/2018 5:03:00 PM,35744,35748,35741,35747,4
11/28/2018 5:02:00 PM,35742,35744,35742,35744,2
11/28/2018 5:01:00 PM,35738,35743,35738,35743,1
11/28/2018 5:00:00 PM,35750,35750,35736,35738,4
11/28/2018 4:59:00 PM,35748,35750,35748,35750,1
11/28/2018 4:58:00 PM,35741,35748,35740,35748,13
11/28/2018 4:57:00 PM,35754,35754,35741,35741,3
11/28/2018 4:56:00 PM,35749,35754,35749,35754,1
11/28/2018 4:55:00 PM,35742,35751,35742,35749,7
11/28/2018 4:54:00 PM,35740,35742,35740,35742,4
11/28/2018 4:53:00 PM,35737,35740,35737,35740,6
11/28/2018 4:52:00 PM,35737,35742,35734,35737,13
11/28/2018 4:51:00 PM,35755,35755,35737,35737,35
11/28/2018 4:50:00 PM,35761,35761,35755,35755,8
11/28/2018 4:49:00 PM,35759,35761,35759,35761,2
11/28/2018 4:48:00 PM,35760,35760,35753,35759,11
11/28/2018 4:47:00 PM,35769,35769,35760,35760,4
11/28/2018 4:46:00 PM,35769,35769,35769,35769,0
11/28/2018 4:45:00 PM,35768,35770,35768,35769,4
11/28/2018 4:44:00 PM,35765,35768,35765,35768,2
11/28/2018 4:43:00 PM,35765,35765,35765,35765,13
11/28/2018 4:42:00 PM,35767,35770,35765,35765,4
11/28/2018 4:41:00 PM,35762,35770,35762,35767,2
11/28/2018 4:40:00 PM,35767,35768,35760,35762,6
11/28/2018 4:39:00 PM,35765,35768,35765,35767,6
11/28/2018 4:38:00 PM,35770,35770,35765,35765,2
11/28/2018 4:37:00 PM,35762,35770,35762,35770,7
11/28/2018 4:36:00 PM,35768,35768,35762,35762,4
11/28/2018 4:35:00 PM,35768,35768,35768,35768,2
11/28/2018 4:34:00 PM,35768,35768,35768,35768,2
11/28/2018 4:33:00 PM,35767,35767,35761,35765,8
11/28/2018 4:32:00 PM,35767,35767,35760,35767,6
11/28/2018 4:31:00 PM,35765,35767,35762,35767,7
11/28/2018 4:30:00 PM,35758,35765,35756,35765,6
11/28/2018 4:29:00 PM,35768,35768,35758,35758,3
11/28/2018 4:28:00 PM,35769,35769,35766,35768,15
11/28/2018 4:27:00 PM,35764,35769,35764,35769,2
11/28/2018 4:26:00 PM,35764,35768,35764,35764,14
11/28/2018 4:25:00 PM,35755,35764,35755,35764,1
11/28/2018 4:24:00 PM,35755,35755,35755,35755,0
11/28/2018 4:23:00 PM,35751,35755,35751,35755,1
11/28/2018 4:22:00 PM,35755,35755,35750,35751,8
11/28/2018 4:21:00 PM,35755,35755,35750,35755,3
11/28/2018 4:20:00 PM,35750,35755,35750,35755,1
11/28/2018 4:19:00 PM,35755,35760,35750,35750,7
11/28/2018 4:18:00 PM,35755,35755,35755,35755,2
11/28/2018 4:17:00 PM,35746,35755,35746,35755,11
11/28/2018 4:16:00 PM,35746,35746,35745,35746,2
11/28/2018 4:15:00 PM,35745,35746,35743,35746,12
11/28/2018 4:14:00 PM,35740,35745,35740,35745,3
11/28/2018 4:13:00 PM,35746,35746,35746,35746,1
11/28/2018 4:12:00 PM,35750,35750,35746,35746,2
11/28/2018 4:11:00 PM,35726,35750,35726,35750,35
11/28/2018 4:10:00 PM,35745,35745,35726,35726,23
11/28/2018 4:09:00 PM,35752,35752,35746,35746,9
11/28/2018 4:08:00 PM,35744,35752,35743,35752,8
11/28/2018 4:07:00 PM,35738,35748,35728,35744,31
11/28/2018 4:06:00 PM,35731,35738,35728,35738,3
11/28/2018 4:05:00 PM,35728,35731,35727,35731,2
11/28/2018 4:04:00 PM,35721,35728,35721,35728,1
11/28/2018 4:03:00 PM,35716,35721,35715,35721,15
11/28/2018 4:02:00 PM,35719,35720,35716,35716,4
11/28/2018 4:01:00 PM,35729,35729,35719,35719,4
11/28/2018 4:00:00 PM,35731,35731,35729,35729,3
11/28/2018 3:59:00 PM,35739,35739,35731,35731,7
11/28/2018 3:58:00 PM,35733,35739,35725,35739,11
11/28/2018 3:57:00 PM,35733,35733,35733,35733,0
11/28/2018 3:56:00 PM,35733,35733,35733,35733,1
11/28/2018 3:55:00 PM,35727,35733,35727,35733,3
11/28/2018 3:54:00 PM,35717,35729,35717,35727,15
11/28/2018 3:53:00 PM,35715,35717,35711,35717,5
11/28/2018 3:52:00 PM,35716,35726,35715,35715,5
11/28/2018 3:51:00 PM,35730,35730,35716,35716,9
11/28/2018 3:50:00 PM,35730,35730,35730,35730,6
11/28/2018 3:49:00 PM,35720,35730,35720,35730,17
11/28/2018 3:48:00 PM,35725,35725,35723,35723,1
11/28/2018 3:47:00 PM,35731,35731,35725,35725,6
11/28/2018 3:46:00 PM,35729,35735,35729,35731,2
11/28/2018 3:45:00 PM,35724,35730,35724,35729,7
11/28/2018 3:44:00 PM,35730,35731,35723,35724,11
11/28/2018 3:43:00 PM,35727,35730,35727,35730,8
11/28/2018 3:42:00 PM,35720,35727,35720,35727,8
11/28/2018 3:41:00 PM,35719,35720,35715,35720,8
11/28/2018 3:40:00 PM,35715,35719,35715,35719,6
11/28/2018 3:39:00 PM,35715,35715,35712,35715,27
11/28/2018 3:38:00 PM,35710,35710,35710,35710,38
11/28/2018 3:37:00 PM,35715,35715,35710,35710,25
11/28/2018 3:36:00 PM,35715,35715,35708,35712,80
11/28/2018 3:35:00 PM,35718,35720,35715,35715,7
11/28/2018 3:34:00 PM,35712,35718,35712,35718,8
11/28/2018 3:33:00 PM,35711,35715,35711,35712,22
11/28/2018 3:32:00 PM,35715,35720,35711,35711,32
11/28/2018 3:31:00 PM,35715,35719,35715,35715,3
11/28/2018 3:30:00 PM,35710,35720,35710,35715,16
11/28/2018 3:29:00 PM,35725,35725,35710,35710,10
11/28/2018 3:28:00 PM,35722,35726,35721,35725,4
11/28/2018 3:27:00 PM,35727,35727,35722,35722,3
11/28/2018 3:26:00 PM,35727,35737,35727,35727,24
11/28/2018 3:25:00 PM,35732,35737,35727,35727,15
11/28/2018 3:24:00 PM,35725,35732,35725,35732,11
11/28/2018 3:23:00 PM,35728,35732,35728,35732,2
11/28/2018 3:22:00 PM,35728,35732,35726,35728,3
11/28/2018 3:21:00 PM,35722,35728,35711,35728,10
11/28/2018 3:20:00 PM,35712,35722,35712,35722,5
11/28/2018 3:19:00 PM,35723,35723,35712,35712,8
11/28/2018 3:18:00 PM,35721,35723,35721,35723,17
11/28/2018 3:17:00 PM,35717,35721,35714,35721,16
11/28/2018 3:16:00 PM,35727,35727,35717,35717,13
11/28/2018 3:15:00 PM,35727,35727,35727,35727,5
11/28/2018 3:14:00 PM,35727,35727,35727,35727,1
11/28/2018 3:13:00 PM,35737,35737,35727,35727,11
11/28/2018 3:12:00 PM,35742,35742,35736,35737,5
11/28/2018 3:11:00 PM,35729,35743,35729,35742,3
11/28/2018 3:10:00 PM,35729,35729,35729,35729,0
11/28/2018 3:09:00 PM,35727,35733,35727,35729,5
11/28/2018 3:08:00 PM,35724,35730,35721,35727,18
11/28/2018 3:07:00 PM,35731,35731,35721,35724,6
11/28/2018 3:06:00 PM,35731,35731,35723,35731,3
11/28/2018 3:05:00 PM,35740,35740,35731,35731,1
11/28/2018 3:04:00 PM,35741,35747,35735,35740,8
11/28/2018 3:03:00 PM,35739,35741,35739,35741,3
11/28/2018 3:02:00 PM,35727,35739,35727,35739,8
11/28/2018 3:01:00 PM,35726,35728,35720,35727,12
11/28/2018 3:00:00 PM,35726,35726,35726,35726,21
11/28/2018 2:59:00 PM,35735,35737,35720,35726,17
11/28/2018 2:58:00 PM,35739,35748,35735,35735,2
11/28/2018 2:57:00 PM,35755,35755,35739,35739,12
11/28/2018 2:56:00 PM,35755,35755,35755,35755,1
11/28/2018 2:55:00 PM,35761,35763,35755,35755,12
11/28/2018 2:54:00 PM,35763,35772,35761,35761,12
11/28/2018 2:53:00 PM,35770,35772,35763,35763,4
11/28/2018 2:52:00 PM,35760,35770,35760,35770,8
11/28/2018 2:51:00 PM,35765,35765,35760,35760,9
11/28/2018 2:50:00 PM,35765,35765,35765,35765,1
11/28/2018 2:49:00 PM,35768,35768,35765,35765,2
11/28/2018 2:48:00 PM,35768,35768,35767,35768,6
11/28/2018 2:47:00 PM,35760,35768,35760,35768,3
11/28/2018 2:46:00 PM,35775,35775,35760,35760,4
11/28/2018 2:45:00 PM,35766,35785,35764,35775,17
11/28/2018 2:44:00 PM,35779,35779,35766,35766,5
11/28/2018 2:43:00 PM,35777,35779,35776,35779,10
11/28/2018 2:42:00 PM,35786,35787,35776,35780,23
11/28/2018 2:41:00 PM,35775,35786,35775,35786,27
11/28/2018 2:40:00 PM,35763,35775,35763,35775,3
11/28/2018 2:39:00 PM,35770,35775,35763,35763,11
11/28/2018 2:38:00 PM,35757,35771,35757,35770,16
11/28/2018 2:37:00 PM,35757,35757,35757,35757,0
11/28/2018 2:36:00 PM,35758,35761,35757,35757,7
11/28/2018 2:35:00 PM,35743,35758,35743,35758,6
11/28/2018 2:34:00 PM,35741,35746,35741,35743,4
11/28/2018 2:33:00 PM,35731,35741,35731,35741,4
11/28/2018 2:32:00 PM,35735,35735,35731,35731,1
11/28/2018 2:31:00 PM,35749,35749,35735,35735,5
11/28/2018 2:30:00 PM,35750,35750,35748,35749,8
11/28/2018 2:29:00 PM,35754,35754,35749,35749,3
11/28/2018 2:28:00 PM,35757,35757,35754,35754,2
11/28/2018 2:27:00 PM,35754,35757,35754,35757,14
11/28/2018 2:26:00 PM,35745,35754,35745,35754,7
11/28/2018 2:25:00 PM,35735,35745,35735,35745,17
11/28/2018 2:24:00 PM,35714,35735,35714,35735,18
11/28/2018 2:23:00 PM,35715,35720,35710,35714,9
11/28/2018 2:22:00 PM,35722,35723,35704,35715,36
11/28/2018 2:21:00 PM,35713,35728,35713,35722,22
11/28/2018 2:20:00 PM,35725,35725,35713,35713,55
11/28/2018 2:19:00 PM,35727,35730,35725,35725,46
11/28/2018 2:18:00 PM,35735,35735,35727,35727,13
11/28/2018 2:17:00 PM,35745,35745,35735,35735,7
11/28/2018 2:16:00 PM,35740,35745,35738,35745,10
11/28/2018 2:15:00 PM,35745,35745,35740,35740,8
11/28/2018 2:14:00 PM,35750,35750,35741,35745,4
11/28/2018 2:13:00 PM,35750,35750,35750,35750,0
11/28/2018 2:12:00 PM,35747,35750,35740,35750,14
11/28/2018 2:11:00 PM,35751,35751,35747,35747,9
11/28/2018 2:10:00 PM,35749,35751,35741,35751,12
11/28/2018 2:09:00 PM,35743,35749,35743,35749,9
11/28/2018 2:08:00 PM,35757,35757,35742,35743,33
11/28/2018 2:07:00 PM,35751,35758,35749,35757,32
11/28/2018 2:06:00 PM,35761,35761,35751,35751,7
11/28/2018 2:05:00 PM,35770,35770,35757,35761,19
11/28/2018 2:04:00 PM,35769,35770,35764,35770,21
11/28/2018 2:03:00 PM,35777,35777,35769,35769,4
11/28/2018 2:02:00 PM,35775,35781,35775,35777,22
11/28/2018 2:01:00 PM,35780,35785,35775,35775,12
11/28/2018 2:00:00 PM,35778,35780,35772,35780,22
11/28/2018 1:59:00 PM,35769,35778,35765,35778,40
11/28/2018 1:58:00 PM,35761,35770,35761,35769,5
11/28/2018 1:57:00 PM,35760,35768,35760,35761,10
11/28/2018 1:56:00 PM,35759,35767,35759,35760,7
11/28/2018 1:55:00 PM,35755,35765,35750,35759,11
11/28/2018 1:54:00 PM,35733,35763,35733,35755,40
11/28/2018 1:53:00 PM,35737,35737,35732,35733,34
11/28/2018 1:52:00 PM,35738,35738,35731,35737,16
11/28/2018 1:51:00 PM,35732,35736,35727,35735,11
11/28/2018 1:50:00 PM,35735,35735,35728,35732,62
11/28/2018 1:49:00 PM,35740,35740,35735,35735,12
11/28/2018 1:48:00 PM,35745,35745,35734,35735,48
11/28/2018 1:47:00 PM,35736,35745,35736,35745,23
11/28/2018 1:46:00 PM,35744,35744,35733,35736,72
11/28/2018 1:45:00 PM,35739,35746,35735,35744,15
11/28/2018 1:44:00 PM,35747,35749,35739,35739,9
11/28/2018 1:43:00 PM,35750,35751,35740,35747,50
11/28/2018 1:42:00 PM,35756,35756,35750,35750,16
11/28/2018 1:41:00 PM,35755,35765,35755,35756,14
11/28/2018 1:40:00 PM,35773,35773,35755,35755,43
11/28/2018 1:39:00 PM,35765,35773,35760,35773,22
11/28/2018 1:38:00 PM,35757,35766,35756,35765,11
11/28/2018 1:37:00 PM,35767,35767,35754,35757,24
11/28/2018 1:36:00 PM,35759,35770,35759,35767,20
11/28/2018 1:35:00 PM,35750,35760,35750,35759,12
11/28/2018 1:34:00 PM,35753,35760,35750,35750,6
11/28/2018 1:33:00 PM,35751,35753,35750,35753,6
11/28/2018 1:32:00 PM,35775,35775,35751,35751,4
11/28/2018 1:31:00 PM,35772,35775,35772,35775,1
11/28/2018 1:30:00 PM,35760,35776,35756,35772,21
11/28/2018 1:29:00 PM,35754,35765,35751,35752,25
11/28/2018 1:28:00 PM,35756,35757,35753,35754,12
11/28/2018 1:27:00 PM,35765,35765,35756,35756,7
11/28/2018 1:26:00 PM,35767,35767,35756,35765,12
11/28/2018 1:25:00 PM,35773,35773,35767,35767,17
11/28/2018 1:24:00 PM,35778,35778,35772,35772,4
11/28/2018 1:23:00 PM,35780,35786,35778,35778,15
11/28/2018 1:22:00 PM,35778,35786,35778,35780,5
11/28/2018 1:21:00 PM,35772,35778,35772,35778,3
11/28/2018 1:20:00 PM,35780,35780,35771,35772,7
11/28/2018 1:19:00 PM,35779,35781,35775,35780,12
11/28/2018 1:18:00 PM,35776,35779,35775,35779,10
11/28/2018 1:17:00 PM,35770,35776,35770,35776,6
11/28/2018 1:16:00 PM,35789,35789,35769,35770,39
11/28/2018 1:15:00 PM,35790,35795,35789,35789,13
11/28/2018 1:14:00 PM,35805,35805,35790,35790,18
11/28/2018 1:13:00 PM,35800,35810,35800,35805,2
11/28/2018 1:12:00 PM,35802,35805,35800,35800,12
11/28/2018 1:11:00 PM,35818,35818,35802,35802,4
11/28/2018 1:10:00 PM,35818,35818,35818,35818,1
11/28/2018 1:09:00 PM,35798,35818,35798,35818,19
11/28/2018 1:08:00 PM,35800,35800,35798,35798,3
11/28/2018 1:07:00 PM,35800,35805,35800,35800,7
11/28/2018 1:06:00 PM,35802,35802,35793,35800,13
11/28/2018 1:05:00 PM,35800,35804,35800,35802,5
11/28/2018 1:04:00 PM,35796,35805,35794,35800,32
11/28/2018 1:03:00 PM,35822,35822,35796,35796,19
11/28/2018 1:02:00 PM,35821,35822,35821,35822,1
11/28/2018 1:01:00 PM,35805,35824,35805,35821,17
11/28/2018 1:00:00 PM,35797,35805,35796,35805,7
11/28/2018 12:59:00 PM,35810,35810,35800,35800,8
11/28/2018 12:58:00 PM,35806,35810,35800,35810,6
11/28/2018 12:57:00 PM,35805,35806,35805,35806,3
11/28/2018 12:56:00 PM,35803,35803,35803,35803,0
11/28/2018 12:55:00 PM,35797,35803,35797,35803,4
11/28/2018 12:54:00 PM,35795,35799,35795,35797,6
11/28/2018 12:53:00 PM,35792,35795,35786,35795,3
11/28/2018 12:52:00 PM,35790,35792,35790,35792,6
11/28/2018 12:51:00 PM,35772,35790,35772,35790,4
11/28/2018 12:50:00 PM,35783,35783,35772,35772,10
11/28/2018 12:49:00 PM,35789,35789,35783,35783,1
11/28/2018 12:48:00 PM,35795,35795,35787,35789,7
11/28/2018 12:47:00 PM,35791,35795,35790,35795,8
11/28/2018 12:46:00 PM,35791,35791,35791,35791,0
11/28/2018 12:45:00 PM,35786,35794,35786,35791,6
11/28/2018 12:44:00 PM,35785,35786,35782,35783,5
11/28/2018 12:43:00 PM,35780,35786,35780,35785,4
11/28/2018 12:42:00 PM,35789,35789,35780,35780,5
11/28/2018 12:41:00 PM,35792,35792,35789,35789,3
11/28/2018 12:40:00 PM,35793,35793,35790,35792,3
11/28/2018 12:39:00 PM,35798,35798,35790,35793,7
11/28/2018 12:38:00 PM,35785,35799,35785,35790,30
11/28/2018 12:37:00 PM,35775,35787,35775,35785,7
11/28/2018 12:36:00 PM,35787,35787,35771,35775,8
11/28/2018 12:35:00 PM,35788,35791,35787,35787,2
11/28/2018 12:34:00 PM,35790,35790,35782,35788,4
11/28/2018 12:33:00 PM,35790,35790,35780,35790,6
11/28/2018 12:32:00 PM,35780,35790,35780,35790,2
11/28/2018 12:31:00 PM,35775,35780,35775,35780,4
11/28/2018 12:30:00 PM,35771,35777,35770,35775,11
11/28/2018 12:29:00 PM,35768,35771,35768,35771,3
